Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Packet Length Min,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Fwd Segment Size Avg,Bwd Segment Size Avg,Fwd Bytes/Bulk Avg,Fwd Packet/Bulk Avg,Fwd Bulk Rate Avg,Bwd Bytes/Bulk Avg,Bwd Packet/Bulk Avg,Bwd Bulk Rate Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Attack Name,Label
192.168.0.128-192.168.0.170-35306-4321-6,192.168.0.128,35306,192.168.0.170,4321,6,02/12/2021 11:18:10 AM,118171927,64,61,28832.0,0.0,464.0,320.0,450.5,42.30501490029622,0.0,0.0,0.0,0.0,243.98349702802088,1.0577808382527265,952999.4112903228,905654.6295460064,2407824.0,18195.0,118117024.0,1874873.396825397,501454.7541707715,2524487.0,311147.0,118052091.0,1967534.85,463714.873134154,3594576.0,404810.0,1,0,0,0,2048,1952,0.541583789185396,0.5161970490673305,0.0,464.0,232.5079365079365,228.12823572830249,52042.49193650794,0,0,0,64,125,0,0,0,0.0,234.368,450.5,0.0,0,0,0,2320,5,1149,1,514,1,0,2991,501,63,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ransomware,1
192.168.0.128-192.168.0.170-35306-4321-6,192.168.0.128,35306,192.168.0.170,4321,6,02/12/2021 11:20:10 AM,118162244,63,63,28080.0,0.0,464.0,320.0,445.7142857142856,48.33065832949322,0.0,0.0,0.0,0.0,237.6393596587417,1.0663304600071746,945297.952,901947.7689029344,2465692.0,8177.0,118103266.0,1904891.3870967743,437929.1430223693,2518965.0,345389.0,118075242.0,1904439.387096774,466658.852420732,2559875.0,15281.0,1,0,0,0,2016,2028,0.5331652300035873,0.5331652300035873,0.0,464.0,224.75590551181105,226.43446497636765,51272.56692913386,0,0,0,63,126,0,0,0,1.0,226.53968253968253,445.7142857142857,0.0,0,0,0,0,0,0,1,492,1,0,2991,501,62,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ransomware,1
192.168.0.128-192.168.0.170-35306-4321-6,192.168.0.128,35306,192.168.0.170,4321,6,02/12/2021 11:22:10 AM,118252593,68,65,29808.0,0.0,464.0,272.0,438.3529411764706,56.25628050002933,0.0,0.0,0.0,0.0,252.0705825029985,1.1247110665894655,895852.9772727271,881183.4277445102,2433397.0,86.0,118174606.0,1763800.089552239,581865.0108698994,2518305.0,82886.0,118157611.0,1846212.671875,634721.5773728417,4460254.0,261.0,1,0,0,0,2176,2092,0.5750402445720577,0.5496708220174081,0.0,464.0,225.91044776119404,223.69082660015624,50037.58590506116,0,0,0,68,133,0,0,0,0.0,227.60902255639093,438.3529411764706,0.0,0,0,0,1856,4,1560,1,522,1,0,2991,501,67,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ransomware,1
192.168.0.128-192.168.0.170-35306-4321-6,192.168.0.128,35306,192.168.0.170,4321,6,02/12/2021 11:24:10 AM,118678609,64,64,27968.0,0.0,464.0,320.0,437.0,56.64929705779991,0.0,0.0,0.0,0.0,235.6616768233272,1.0785431433561885,934477.2362204728,907744.727301762,2455226.0,17576.0,118637080.0,1883128.2539682544,452817.4836428515,2519791.0,511141.0,118574281.0,1882131.4444444445,458273.13459737366,2599811.0,509779.0,1,0,0,0,2048,2048,0.5392715716780941,0.5392715716780941,0.0,464.0,219.28682170542632,222.2647349515905,49401.61240310077,0,0,0,64,128,0,0,0,1.0,221.0,437.0,0.0,0,0,0,0,0,0,1,490,1,0,2991,501,63,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ransomware,1
192.168.0.128-192.168.0.170-35306-4321-6,192.168.0.128,35306,192.168.0.170,4321,6,02/12/2021 11:26:11 AM,118236851,67,66,29360.0,0.0,464.0,320.0,438.2089552238807,55.6320534686104,0.0,0.0,0.0,0.0,248.3151382304659,1.1248608101039497,895733.7196969698,891960.291888947,2340893.0,184.0,118163883.0,1790361.8636363638,555274.5919240563,2530268.0,269983.0,118163352.0,1817897.7230769224,577085.3382519161,2977690.0,184.0,1,0,0,0,2144,2148,0.5666592050899596,0.5582016050139901,0.0,464.0,222.56716417910448,223.56531560658863,49981.45034227358,0,0,0,67,133,0,0,0,0.0,224.2406015037594,438.2089552238806,0.0,0,0,0,0,0,0,1,524,1,0,2991,501,66,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ransomware,1
192.168.0.128-192.168.0.170-35306-4321-6,192.168.0.128,35306,192.168.0.170,4321,6,02/12/2021 11:28:11 AM,118270841,62,62,27600.0,0.0,464.0,224.0,445.1612903225808,51.86811571491653,0.0,0.0,0.0,0.0,233.3626764351832,1.048441010071113,961551.5528455286,918526.4383999204,2473383.0,16303.0,118141568.0,1936747.0163934424,390914.6460414127,2518899.0,510485.0,118165577.0,1937140.6065573776,404051.5220754766,2559787.0,409933.0,1,0,0,0,1984,1984,0.5242205050355565,0.5242205050355565,0.0,464.0,224.51199999999992,226.5653653456184,51331.86477419355,0,0,0,62,124,0,0,0,1.0,226.32258064516128,445.1612903225807,0.0,0,0,0,0,0,0,1,484,1,0,2991,501,61,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ransomware,1
192.168.0.128-192.168.0.170-35306-4321-6,192.168.0.128,35306,192.168.0.170,4321,6,02/12/2021 11:30:11 AM,118220524,62,62,27616.0,0.0,464.0,320.0,445.4193548387096,48.668011639618,0.0,0.0,0.0,0.0,233.5973405091657,1.0488872473615496,961142.4715447156,955207.6120394648,2500333.0,14920.0,118176275.0,1937315.983606557,390273.9468889125,2519409.0,512247.0,118164965.0,1937130.573770492,402182.18975784496,2524745.0,410070.0,1,0,0,0,1984,1984,0.5244436236807748,0.5244436236807748,0.0,464.0,224.64,226.3416772022105,51230.554838709686,0,0,0,62,124,0,0,0,1.0,226.4516129032258,445.4193548387097,0.0,0,0,0,0,0,0,1,484,1,0,2991,501,61,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ransomware,1
192.168.0.128-192.168.0.170-35306-4321-6,192.168.0.128,35306,192.168.0.170,4321,6,02/12/2021 11:32:11 AM,118735829,63,63,28368.0,0.0,464.0,320.0,450.28571428571433,42.60979312371844,0.0,0.0,0.0,0.0,238.91693214185585,1.0611792671275324,949886.632,980531.5651740326,2501155.0,45.0,118622089.0,1913259.5,472690.5912992604,2519698.0,248616.0,118638869.0,1913530.1451612904,513971.10409323074,2614820.0,45.0,1,0,0,0,2016,2040,0.5305896335637662,0.5305896335637662,0.0,464.0,227.02362204724423,228.10508106791244,52031.9280089989,0,0,0,63,126,0,0,0,1.0,228.82539682539684,450.2857142857143,0.0,0,0,0,0,0,0,1,497,1,0,2991,501,62,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ransomware,1
192.168.0.128-192.168.0.170-35306-4321-6,192.168.0.128,35306,192.168.0.170,4321,6,02/12/2021 11:34:12 AM,118130721,66,63,29744.0,0.0,464.0,208.0,450.66666666666674,46.2519299666622,0.0,0.0,0.0,0.0,251.7888636267614,1.0920106040832511,922896.2578125,950527.153254994,2499144.0,44.0,118111136.0,1817094.4,563283.2544459426,2520206.0,257563.0,117054563.0,1887976.822580645,527916.3084235279,2639917.0,44.0,1,0,0,0,2112,2040,0.5587030997635238,0.5333075043197273,0.0,464.0,232.3692307692307,228.5709951439795,52244.6998211091,0,0,0,66,129,0,0,0,0.0,234.1705426356589,450.6666666666667,0.0,0,0,0,2320,5,1149,1,531,1,0,2991,501,65,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ransomware,1
192.168.0.128-192.168.0.170-35306-4321-6,192.168.0.128,35306,192.168.0.170,4321,6,02/12/2021 11:36:12 AM,118195306,68,63,30288.0,0.0,784.0,320.0,445.4117647058823,67.69118536370752,0.0,0.0,0.0,0.0,256.25383126466966,1.1083350467403503,909194.6615384612,929537.3800899592,2502408.0,98.0,118124673.0,1763054.8208955226,602760.2488163258,2519070.0,135120.0,118159494.0,1905798.2903225804,665939.8911584863,4609719.0,189.0,1,0,0,0,2176,2040,0.5753189555598764,0.5330160911804738,0.0,784.0,232.96969696969697,228.64759842507928,52279.72426555632,0,0,0,68,131,0,0,0,0.0,234.74809160305344,445.4117647058824,0.0,0,0,0,1280,4,1030,1,531,1,0,2991,501,67,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ransomware,1
192.168.0.128-192.168.0.170-35306-4321-6,192.168.0.128,35306,192.168.0.170,4321,6,02/12/2021 11:38:12 AM,118171926,69,67,30128.0,0.0,464.0,208.0,436.6376811594204,59.93574280120452,0.0,0.0,0.0,0.0,254.95057091647976,1.150865561757875,875347.6,907998.4230969872,2388885.0,52.0,118141750.0,1737378.676470588,615919.13092571,2522560.0,12797.0,118069188.0,1788927.090909091,666587.76850863,3192266.0,52.0,1,0,0,0,2208,2192,0.5838950276565688,0.5669705341013059,0.0,464.0,223.29927007299275,223.33404040227387,49878.09360240449,0,0,0,69,136,0,0,0,0.0,224.94117647058823,436.6376811594203,0.0,0,0,0,1600,5,1338,1,528,1,0,2991,501,68,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ransomware,1
192.168.0.128-192.168.0.170-35306-4321-6,192.168.0.128,35306,192.168.0.170,4321,6,02/12/2021 11:40:12 AM,118221642,69,68,29536.0,0.0,464.0,176.0,428.05797101449286,68.62170040454342,0.0,0.0,0.0,0.0,249.8358126340353,1.1588402739322468,869276.779411765,930883.7614456628,2465643.0,205.0,118197798.0,1738202.9117647058,601660.7928245456,2518210.0,241118.0,118194235.0,1764093.059701493,602292.0968209916,2668802.0,205.0,1,0,0,0,2208,2212,0.5836494810315694,0.5751907929006772,0.0,464.0,217.3913043478261,220.43230368477143,48590.40050777531,0,0,0,69,137,0,0,0,0.0,218.97810218978103,428.0579710144928,0.0,0,0,0,1600,5,1175,1,527,1,0,2991,501,68,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ransomware,1
192.168.0.128-192.168.0.170-47932-4321-6,192.168.0.128,47932,192.168.0.170,4321,6,03/12/2021 05:48:45 PM,4536,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440.9171075837742,4536.0,0.0,4536.0,4536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,220.4585537918871,220.4585537918871,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ransomware,1
192.168.0.128-192.168.0.170-47934-4321-6,192.168.0.128,47934,192.168.0.170,4321,6,03/12/2021 05:48:55 PM,4042,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,494.8045522018803,4042.0,0.0,4042.0,4042.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,247.40227610094016,247.40227610094016,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ransomware,1
192.168.0.128-192.168.0.170-47936-4321-6,192.168.0.128,47936,192.168.0.170,4321,6,03/12/2021 05:49:05 PM,3802,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,526.0389268805892,3802.0,0.0,3802.0,3802.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,263.0194634402946,263.0194634402946,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ransomware,1
192.168.0.128-192.168.0.170-47938-4321-6,192.168.0.128,47938,192.168.0.170,4321,6,03/12/2021 05:49:15 PM,92669,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.58219037650132,92669.0,0.0,92669.0,92669.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,10.791095188250656,10.791095188250656,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ransomware,1
192.168.0.128-192.168.0.170-47940-4321-6,192.168.0.128,47940,192.168.0.170,4321,6,03/12/2021 05:49:25 PM,4630,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,431.9654427645789,4630.0,0.0,4630.0,4630.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,215.98272138228944,215.98272138228944,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ransomware,1
192.168.0.128-192.168.0.170-47942-4321-6,192.168.0.128,47942,192.168.0.170,4321,6,03/12/2021 05:49:35 PM,4087,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,489.3564962074871,4087.0,0.0,4087.0,4087.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,244.6782481037436,244.6782481037436,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ransomware,1
192.168.0.128-192.168.0.170-47944-4321-6,192.168.0.128,47944,192.168.0.170,4321,6,03/12/2021 05:49:45 PM,3577,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,559.1277606933185,3577.0,0.0,3577.0,3577.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,279.56388034665923,279.56388034665923,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ransomware,1
192.168.0.128-192.168.0.170-47946-4321-6,192.168.0.128,47946,192.168.0.170,4321,6,03/12/2021 05:49:55 PM,4102,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,487.5670404680644,4102.0,0.0,4102.0,4102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,243.78352023403207,243.78352023403207,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ransomware,1
192.168.0.128-192.168.0.170-47948-4321-6,192.168.0.128,47948,192.168.0.170,4321,6,03/12/2021 05:50:05 PM,4023,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,497.1414367387522,4023.0,0.0,4023.0,4023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,248.5707183693761,248.5707183693761,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ransomware,1
192.168.0.128-192.168.0.170-47950-4321-6,192.168.0.128,47950,192.168.0.170,4321,6,03/12/2021 05:50:15 PM,97299,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.555195839628364,97299.0,0.0,97299.0,97299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,10.277597919814182,10.277597919814182,0.0,0.0,0.0,0.0,0.0,0,1,1,0,1,0,0,0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64240,0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Ransomware,1
